reading_id,asset_id,tail_number,asset_type,platform,timestamp,metric_name,value,unit,component
RD00204,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-11T21:49:38Z,hours_since_last_service,46.24,hours,airframe
RD00205,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-12T08:03:25Z,vibration_mm_s,1.38,mm/s,rotor
RD00206,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-12T08:03:25Z,engine_temp_c,171.33,celsius,engine
RD00207,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-12T08:03:25Z,oil_quality_index,94.07,index,hydraulics
RD00208,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-12T08:03:25Z,hours_since_last_service,159.48,hours,airframe
RD00209,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-13T06:19:12Z,vibration_mm_s,1.72,mm/s,rotor
RD00210,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-13T06:19:12Z,engine_temp_c,128.68,celsius,engine
RD00211,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-13T06:19:12Z,oil_quality_index,92.51,index,hydraulics
RD00212,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-13T06:19:12Z,hours_since_last_service,129.6,hours,airframe
RD00213,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-14T19:01:50Z,vibration_mm_s,2.52,mm/s,rotor
RD00214,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-14T19:01:50Z,engine_temp_c,174.3,celsius,engine
RD00215,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-14T19:01:50Z,oil_quality_index,86.58,index,hydraulics
RD00216,UH04,TAIL-UH04,helicopter,UH-60 Black Hawk,2025-07-14T19:01:50Z,hours_since_last_service,11.33,hours,airframe
RD00217,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T01:23:31Z,vibration_mm_s,0.85,mm/s,rotor
RD00218,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T01:23:31Z,engine_temp_c,150.43,celsius,engine
RD00219,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T01:23:31Z,oil_quality_index,73.99,index,hydraulics
RD00220,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T01:23:31Z,hours_since_last_service,112.82,hours,airframe
RD00221,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T04:33:39Z,vibration_mm_s,2.87,mm/s,rotor
RD00222,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T04:33:39Z,engine_temp_c,131.2,celsius,engine
RD00223,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T04:33:39Z,oil_quality_index,85.93,index,hydraulics
RD00224,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-09T04:33:39Z,hours_since_last_service,54.88,hours,airframe
RD00225,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-10T08:17:44Z,vibration_mm_s,2.11,mm/s,rotor
RD00226,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-10T08:17:44Z,engine_temp_c,169.79,celsius,engine
RD00227,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-10T08:17:44Z,oil_quality_index,92.92,index,hydraulics
RD00228,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-10T08:17:44Z,hours_since_last_service,25.69,hours,airframe
RD00229,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-12T21:26:57Z,vibration_mm_s,1.9,mm/s,rotor
RD00230,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-12T21:26:57Z,engine_temp_c,135.22,celsius,engine
RD00231,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-12T21:26:57Z,oil_quality_index,65.12,index,hydraulics
RD00232,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-12T21:26:57Z,hours_since_last_service,141.09,hours,airframe
RD00233,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-13T23:16:24Z,vibration_mm_s,2.6,mm/s,rotor
RD00234,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-13T23:16:24Z,engine_temp_c,134.41,celsius,engine
RD00235,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-13T23:16:24Z,oil_quality_index,89.46,index,hydraulics
RD00236,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-13T23:16:24Z,hours_since_last_service,103.79,hours,airframe
RD00237,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-14T19:44:24Z,vibration_mm_s,1.91,mm/s,rotor
RD00238,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-14T19:44:24Z,engine_temp_c,120.53,celsius,engine
RD00239,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-14T19:44:24Z,oil_quality_index,67.48,index,hydraulics
RD00240,UH05,TAIL-UH05,helicopter,UH-60 Black Hawk,2025-07-14T19:44:24Z,hours_since_last_service,160.13,hours,airframe
RD00241,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T03:24:39Z,vibration_mm_s,1.52,mm/s,engine
RD00242,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T03:24:39Z,engine_temp_c,169.44,celsius,engine
RD00243,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T03:24:39Z,oil_quality_index,91.27,index,hydraulics
RD00244,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T03:24:39Z,hours_since_last_service,156.32,hours,airframe
RD00245,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T06:52:47Z,vibration_mm_s,3.47,mm/s,engine
RD00246,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T06:52:47Z,engine_temp_c,131.55,celsius,engine
RD00247,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T06:52:47Z,oil_quality_index,73.23,index,hydraulics
RD00248,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-09T06:52:47Z,hours_since_last_service,27.47,hours,airframe
RD00249,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T01:39:33Z,vibration_mm_s,3.07,mm/s,engine
RD00250,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T01:39:33Z,engine_temp_c,168.63,celsius,engine
RD00251,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T01:39:33Z,oil_quality_index,78.41,index,hydraulics
RD00252,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T01:39:33Z,hours_since_last_service,115.51,hours,airframe
RD00253,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T07:51:41Z,vibration_mm_s,1.01,mm/s,engine
RD00254,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T07:51:41Z,engine_temp_c,171.14,celsius,engine
RD00255,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T07:51:41Z,oil_quality_index,93.53,index,hydraulics
RD00256,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-12T07:51:41Z,hours_since_last_service,175.96,hours,airframe
RD00257,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T02:12:43Z,vibration_mm_s,3.18,mm/s,engine
RD00258,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T02:12:43Z,engine_temp_c,168.48,celsius,engine
RD00259,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T02:12:43Z,oil_quality_index,65.82,index,hydraulics
RD00260,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T02:12:43Z,hours_since_last_service,135.22,hours,airframe
RD00261,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:51:36Z,vibration_mm_s,1.6,mm/s,engine
RD00262,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:51:36Z,engine_temp_c,171.19,celsius,engine
RD00263,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:51:36Z,oil_quality_index,91.47,index,hydraulics
RD00264,AW01,TAIL-AW01,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:51:36Z,hours_since_last_service,156.89,hours,airframe
RD00265,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-09T00:09:36Z,vibration_mm_s,1.23,mm/s,engine
RD00266,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-09T00:09:36Z,engine_temp_c,164.91,celsius,engine
RD00267,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-09T00:09:36Z,oil_quality_index,31.95,index,hydraulics
RD00268,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-09T00:09:36Z,hours_since_last_service,61.88,hours,airframe
RD00269,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-10T02:49:24Z,vibration_mm_s,3.12,mm/s,engine
RD00270,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-10T02:49:24Z,engine_temp_c,132.52,celsius,engine
RD00271,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-10T02:49:24Z,oil_quality_index,31.39,index,hydraulics
RD00272,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-10T02:49:24Z,hours_since_last_service,42.83,hours,airframe
RD00273,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T18:16:44Z,vibration_mm_s,1.58,mm/s,engine
RD00274,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T18:16:44Z,engine_temp_c,167.54,celsius,engine
RD00275,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T18:16:44Z,oil_quality_index,32.6,index,hydraulics
RD00276,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T18:16:44Z,hours_since_last_service,57.45,hours,airframe
RD00277,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T22:12:21Z,vibration_mm_s,2.62,mm/s,engine
RD00278,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T22:12:21Z,engine_temp_c,141.98,celsius,engine
RD00279,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T22:12:21Z,oil_quality_index,32.62,index,hydraulics
RD00280,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-13T22:12:21Z,hours_since_last_service,101.16,hours,airframe
RD00281,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T06:14:37Z,vibration_mm_s,3.6,mm/s,engine
RD00282,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T06:14:37Z,engine_temp_c,126.34,celsius,engine
RD00283,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T06:14:37Z,oil_quality_index,32.6,index,hydraulics
RD00284,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T06:14:37Z,hours_since_last_service,40.36,hours,airframe
RD00285,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T08:31:26Z,vibration_mm_s,3.68,mm/s,engine
RD00286,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T08:31:26Z,engine_temp_c,134.6,celsius,engine
RD00287,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T08:31:26Z,oil_quality_index,31.5,index,hydraulics
RD00288,AW02,TAIL-AW02,fixed_wing,A-10 Thunderbolt II,2025-07-14T08:31:26Z,hours_since_last_service,83.88,hours,airframe
RD00289,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T10:41:52Z,vibration_mm_s,1.34,mm/s,engine
RD00290,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T10:41:52Z,engine_temp_c,158.98,celsius,engine
RD00291,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T10:41:52Z,oil_quality_index,65.06,index,hydraulics
RD00292,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T10:41:52Z,hours_since_last_service,167.35,hours,airframe
RD00293,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T22:42:46Z,vibration_mm_s,2.28,mm/s,engine
RD00294,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T22:42:46Z,engine_temp_c,159.57,celsius,engine
RD00295,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T22:42:46Z,oil_quality_index,89.48,index,hydraulics
RD00296,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-10T22:42:46Z,hours_since_last_service,124.01,hours,airframe
RD00297,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-11T19:55:08Z,vibration_mm_s,1.7,mm/s,engine
RD00298,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-11T19:55:08Z,engine_temp_c,123.85,celsius,engine
RD00299,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-11T19:55:08Z,oil_quality_index,86.92,index,hydraulics
RD00300,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-11T19:55:08Z,hours_since_last_service,66.13,hours,airframe
RD00301,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T06:52:00Z,vibration_mm_s,1.54,mm/s,engine
RD00302,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T06:52:00Z,engine_temp_c,166.64,celsius,engine
RD00303,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T06:52:00Z,oil_quality_index,88.75,index,hydraulics
RD00304,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T06:52:00Z,hours_since_last_service,61.05,hours,airframe
RD00305,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T11:50:35Z,vibration_mm_s,1.52,mm/s,engine
RD00306,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T11:50:35Z,engine_temp_c,142.46,celsius,engine
RD00307,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T11:50:35Z,oil_quality_index,78.28,index,hydraulics
RD00308,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-12T11:50:35Z,hours_since_last_service,60.26,hours,airframe
RD00309,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-13T08:23:44Z,vibration_mm_s,0.92,mm/s,engine
RD00310,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-13T08:23:44Z,engine_temp_c,143.12,celsius,engine
RD00311,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-13T08:23:44Z,oil_quality_index,96.03,index,hydraulics
RD00312,AW03,TAIL-AW03,fixed_wing,A-10 Thunderbolt II,2025-07-13T08:23:44Z,hours_since_last_service,125.14,hours,airframe
RD00313,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-08T06:04:05Z,vibration_mm_s,1.92,mm/s,engine
RD00314,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-08T06:04:05Z,engine_temp_c,151.9,celsius,engine
RD00315,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-08T06:04:05Z,oil_quality_index,86.61,index,hydraulics
RD00316,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-08T06:04:05Z,hours_since_last_service,89.05,hours,airframe
RD00317,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T06:12:05Z,vibration_mm_s,1.96,mm/s,engine
RD00318,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T06:12:05Z,engine_temp_c,131.75,celsius,engine
RD00319,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T06:12:05Z,oil_quality_index,80.62,index,hydraulics
RD00320,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T06:12:05Z,hours_since_last_service,163.2,hours,airframe
RD00321,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T08:33:34Z,vibration_mm_s,3.13,mm/s,engine
RD00322,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T08:33:34Z,engine_temp_c,129.33,celsius,engine
RD00323,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T08:33:34Z,oil_quality_index,67.8,index,hydraulics
RD00324,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-10T08:33:34Z,hours_since_last_service,97.63,hours,airframe
RD00325,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T02:03:12Z,vibration_mm_s,2.59,mm/s,engine
RD00326,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T02:03:12Z,engine_temp_c,138.44,celsius,engine
RD00327,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T02:03:12Z,oil_quality_index,92.01,index,hydraulics
RD00328,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T02:03:12Z,hours_since_last_service,137.69,hours,airframe
RD00329,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T13:24:23Z,vibration_mm_s,2.72,mm/s,engine
RD00330,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T13:24:23Z,engine_temp_c,132.36,celsius,engine
RD00331,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T13:24:23Z,oil_quality_index,71.57,index,hydraulics
RD00332,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-12T13:24:23Z,hours_since_last_service,14.15,hours,airframe
RD00333,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:40:16Z,vibration_mm_s,1.31,mm/s,engine
RD00334,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:40:16Z,engine_temp_c,146.13,celsius,engine
RD00335,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:40:16Z,oil_quality_index,93.04,index,hydraulics
RD00336,AW04,TAIL-AW04,fixed_wing,A-10 Thunderbolt II,2025-07-14T13:40:16Z,hours_since_last_service,22.38,hours,airframe
RD00337,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T14:39:54Z,vibration_mm_s,2.66,mm/s,engine
RD00338,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T14:39:54Z,engine_temp_c,120.3,celsius,engine
RD00339,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T14:39:54Z,oil_quality_index,89.78,index,hydraulics
RD00340,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T14:39:54Z,hours_since_last_service,140.91,hours,airframe
RD00341,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T22:59:21Z,vibration_mm_s,0.85,mm/s,engine
RD00342,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T22:59:21Z,engine_temp_c,143.38,celsius,engine
RD00343,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T22:59:21Z,oil_quality_index,70.8,index,hydraulics
RD00344,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-09T22:59:21Z,hours_since_last_service,172.85,hours,airframe
RD00345,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T03:37:33Z,vibration_mm_s,2.21,mm/s,engine
RD00346,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T03:37:33Z,engine_temp_c,122.76,celsius,engine
RD00347,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T03:37:33Z,oil_quality_index,73.22,index,hydraulics
RD00348,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T03:37:33Z,hours_since_last_service,154.22,hours,airframe
RD00349,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T17:03:19Z,vibration_mm_s,2.01,mm/s,engine
RD00350,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T17:03:19Z,engine_temp_c,164.08,celsius,engine
RD00351,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T17:03:19Z,oil_quality_index,87.03,index,hydraulics
RD00352,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-11T17:03:19Z,hours_since_last_service,177.94,hours,airframe
RD00353,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-12T15:48:02Z,vibration_mm_s,2.46,mm/s,engine
RD00354,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-12T15:48:02Z,engine_temp_c,172.25,celsius,engine
RD00355,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-12T15:48:02Z,oil_quality_index,94.42,index,hydraulics
RD00356,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-12T15:48:02Z,hours_since_last_service,114.15,hours,airframe
RD00357,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-13T02:59:15Z,vibration_mm_s,2.87,mm/s,engine
RD00358,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-13T02:59:15Z,engine_temp_c,147.76,celsius,engine
RD00359,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-13T02:59:15Z,oil_quality_index,92.41,index,hydraulics
RD00360,CH01,TAIL-CH01,fixed_wing,C-130 Hercules,2025-07-13T02:59:15Z,hours_since_last_service,103.14,hours,airframe
RD00361,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-09T23:32:10Z,vibration_mm_s,3.03,mm/s,engine
RD00362,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-09T23:32:10Z,engine_temp_c,148.67,celsius,engine
RD00363,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-09T23:32:10Z,oil_quality_index,85.68,index,hydraulics
RD00364,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-09T23:32:10Z,hours_since_last_service,56.68,hours,airframe
RD00365,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-10T01:32:39Z,vibration_mm_s,0.76,mm/s,engine
RD00366,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-10T01:32:39Z,engine_temp_c,135.72,celsius,engine
RD00367,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-10T01:32:39Z,oil_quality_index,73.97,index,hydraulics
RD00368,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-10T01:32:39Z,hours_since_last_service,64.35,hours,airframe
RD00369,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-11T13:44:43Z,vibration_mm_s,2.28,mm/s,engine
RD00370,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-11T13:44:43Z,engine_temp_c,127.61,celsius,engine
RD00371,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-11T13:44:43Z,oil_quality_index,72.63,index,hydraulics
RD00372,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-11T13:44:43Z,hours_since_last_service,127.97,hours,airframe
RD00373,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-12T17:07:37Z,vibration_mm_s,2.83,mm/s,engine
RD00374,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-12T17:07:37Z,engine_temp_c,123.53,celsius,engine
RD00375,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-12T17:07:37Z,oil_quality_index,78.45,index,hydraulics
RD00376,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-12T17:07:37Z,hours_since_last_service,102.24,hours,airframe
RD00377,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-13T10:56:02Z,vibration_mm_s,1.87,mm/s,engine
RD00378,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-13T10:56:02Z,engine_temp_c,131.38,celsius,engine
RD00379,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-13T10:56:02Z,oil_quality_index,78.86,index,hydraulics
RD00380,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-13T10:56:02Z,hours_since_last_service,163.82,hours,airframe
RD00381,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-14T12:43:51Z,vibration_mm_s,2.43,mm/s,engine
RD00382,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-14T12:43:51Z,engine_temp_c,158.25,celsius,engine
RD00383,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-14T12:43:51Z,oil_quality_index,93.27,index,hydraulics
RD00384,CH02,TAIL-CH02,fixed_wing,C-130 Hercules,2025-07-14T12:43:51Z,hours_since_last_service,140.15,hours,airframe
RD00385,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-08T06:59:25Z,vibration_mm_s,1.88,mm/s,engine
RD00386,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-08T06:59:25Z,engine_temp_c,161.11,celsius,engine
RD00387,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-08T06:59:25Z,oil_quality_index,83.02,index,hydraulics
RD00388,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-08T06:59:25Z,hours_since_last_service,112.55,hours,airframe
RD00389,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T17:05:43Z,vibration_mm_s,1.23,mm/s,engine
RD00390,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T17:05:43Z,engine_temp_c,132.07,celsius,engine
RD00391,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T17:05:43Z,oil_quality_index,79.38,index,hydraulics
RD00392,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T17:05:43Z,hours_since_last_service,14.93,hours,airframe
RD00393,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T21:54:14Z,vibration_mm_s,1.61,mm/s,engine
RD00394,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T21:54:14Z,engine_temp_c,157.35,celsius,engine
RD00395,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T21:54:14Z,oil_quality_index,78.34,index,hydraulics
RD00396,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-10T21:54:14Z,hours_since_last_service,38.06,hours,airframe
RD00397,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-13T12:35:01Z,vibration_mm_s,2.04,mm/s,engine
RD00398,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-13T12:35:01Z,engine_temp_c,127.02,celsius,engine
RD00399,CH03,TAIL-CH03,fixed_wing,C-130 Hercules,2025-07-13T12:35:01Z,oil_quality_index,85.53,index,hydraulics
